GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
25871	9.84e-01	9.14e-01	0.2046	0.1074477	0.02198666	1572.75	NEPRO	nucleolus and neural progenitor protein
5029	9.84e-01	9.14e-01	1.1926	0.1075005	0.12820527	27.98	P2RY2	purinergic receptor P2Y2
91862	9.84e-01	9.15e-01	0.1723	-0.1073633	-0.01850077	513.36	MARVELD3	MARVEL domain containing 3
2661	9.84e-01	9.15e-01	0.5601	-0.1071445	-0.06001174	21.5	GDF9	growth differentiation factor 9
101928344	9.84e-01	9.15e-01	0.5177	-0.1070875	-0.05543909	275.39	LOC101928344	uncharacterized LOC101928344
84634	9.84e-01	9.15e-01	0.7862	0.1071607	0.08424705	25.91	KISS1R	KISS1 receptor
23215	9.84e-01	9.15e-01	0.1438	-0.106844	-0.01536288	13497.38	PRRC2C	proline rich coiled-coil 2C
64080	9.84e-01	9.16e-01	0.3642	-0.1059359	-0.03858112	40.96	RBKS	ribokinase
729522	9.84e-01	9.15e-01	1.2889	0.1066871	0.1375099	64.29	AACSP1	acetoacetyl-CoA synthetase pseudogene 1
643327	9.84e-01	9.16e-01	0.8504	0.1060172	0.09015566	25.46	LOC643327	uncharacterized LOC643327
54753	9.84e-01	9.15e-01	0.9904	0.1063806	0.10535878	166.61	ZNF853	zinc finger protein 853
441194	9.84e-01	9.15e-01	0.177	0.106414	0.01883833	230.13	PMS2CL	PMS2 C-terminal like pseudogene
442582	9.84e-01	9.15e-01	0.2836	-0.1061818	-0.03011349	309.08	STAG3L2	stromal antigen 3-like 2 (pseudogene)
57589	9.84e-01	9.15e-01	0.135	0.1063191	0.01435349	985.5	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
387914	9.84e-01	9.15e-01	1.4325	-0.1068441	-0.15305322	2145.89	SHISA2	shisa family member 2
105370689	9.84e-01	9.16e-01	1.0159	-0.1060703	-0.10776048	28.37	LOC105370689	uncharacterized LOC105370689
101928784	9.84e-01	9.15e-01	0.6752	0.1062223	0.07172401	15.27	RORA-AS1	RORA antisense RNA 1
84299	9.84e-01	9.15e-01	0.1899	-0.106607	-0.02024813	454.36	MIEN1	migration and invasion enhancer 1
100134934	9.84e-01	9.15e-01	0.2715	0.1066266	0.02894755	91.23	TEN1	TEN1 subunit of CST complex
647946	9.84e-01	9.16e-01	0.3355	0.1059988	0.03556383	53.18	MIR924HG	MIR924 host gene
26528	9.84e-01	9.15e-01	0.1622	0.1064562	0.01726646	5601.21	DAZAP1	DAZ associated protein 1
112268022	9.84e-01	9.16e-01	0.6473	-0.1058402	-0.06851229	183.58	LOC112268022	uncharacterized LOC112268022
54927	9.84e-01	9.16e-01	0.4074	-0.1057408	-0.04307636	2267.82	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
9562	9.84e-01	9.16e-01	0.2398	-0.1054716	-0.0252884	580.01	MINPP1	multiple inositol-polyphosphate phosphatase 1
3988	9.84e-01	9.16e-01	0.8594	-0.1054535	-0.09063152	410.75	LIPA	lipase A, lysosomal acid type
121274	9.84e-01	9.16e-01	0.244	0.105506	0.02574405	236.73	ZNF641	zinc finger protein 641
8444	9.84e-01	9.16e-01	0.9266	-0.1052651	-0.09754033	369.97	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3
164091	9.84e-01	9.16e-01	0.2003	-0.1048869	-0.02100691	266.07	PAQR7	progestin and adipoQ receptor family member 7
9547	9.84e-01	9.16e-01	0.3224	-0.1049084	-0.03381746	74.04	CXCL14	C-X-C motif chemokine ligand 14
9761	9.84e-01	9.16e-01	0.1286	0.104977	0.01350243	8247.76	MLEC	malectin
100130950	9.84e-01	9.16e-01	0.4746	0.1050439	0.04985468	22.58	ZNF594-DT	ZNF594 divergent transcript
164656	9.84e-01	9.16e-01	0.8006	0.1049376	0.08400967	18.94	TMPRSS6	transmembrane serine protease 6
80011	9.85e-01	9.17e-01	0.2059	-0.1047341	-0.02156388	1736.93	PSME3IP1	proteasome activator subunit 3 interacting protein 1
58491	9.85e-01	9.17e-01	0.192	0.104725	0.02011056	282.82	ZNF71	zinc finger protein 71
79469	9.85e-01	9.17e-01	0.534	-0.1044555	-0.05577466	13.13	DLEU2L	deleted in lymphocytic leukemia 2 like
201595	9.85e-01	9.17e-01	0.2109	-0.104529	-0.02204849	4988.24	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B
361	9.85e-01	9.17e-01	1.3319	-0.1044597	-0.13913146	70.06	AQP4	aquaporin 4
105373984	9.85e-01	9.17e-01	0.9623	0.1042079	0.1002827	20.31	LINC01918	long intergenic non-protein coding RNA 1918
163702	9.85e-01	9.19e-01	0.172	0.1022515	0.01758567	304.77	IFNLR1	interferon lambda receptor 1
3652	9.85e-01	9.18e-01	0.1552	-0.1025223	-0.01590717	348.61	IPP	intracisternal A particle-promoted polypeptide
260425	9.85e-01	9.19e-01	0.2445	0.1018428	0.02490179	439.12	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
128102	9.85e-01	9.20e-01	0.9247	0.1000631	0.09253162	57.06	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4
844	9.85e-01	9.19e-01	0.8902	-0.1019778	-0.09077653	15.11	CASQ1	calsequestrin 1
148713	9.85e-01	9.18e-01	0.9953	0.1025479	0.10206793	14.69	PTPRVP	protein tyrosine phosphatase receptor type V, pseudogene
3707	9.85e-01	9.18e-01	0.7779	0.102519	0.07974905	672.9	ITPKB	inositol-trisphosphate 3-kinase B
129787	9.85e-01	9.19e-01	0.1752	-0.1019619	-0.01786472	521.85	TMEM18	transmembrane protein 18
7173	9.85e-01	9.20e-01	0.8502	0.0998781	0.08491473	70.93	TPO	thyroid peroxidase
79137	9.85e-01	9.19e-01	0.2625	-0.1013985	-0.0266138	1009.82	RETREG2	reticulophagy regulator family member 2
114884	9.85e-01	9.20e-01	0.1861	-0.1009885	-0.01879526	1577.12	OSBPL10	oxysterol binding protein like 10
3680	9.85e-01	9.18e-01	0.5513	0.1030776	0.05682814	149.72	ITGA9	integrin subunit alpha 9
26354	9.85e-01	9.20e-01	0.3266	-0.1008931	-0.03294789	4278.08	GNL3	G protein nucleolar 3
200844	9.85e-01	9.18e-01	0.4949	0.1034722	0.05120776	164.56	CFAP20DC	CFAP20 domain containing
79925	9.85e-01	9.18e-01	0.559	0.1027989	0.05746283	27.33	SPEF2	sperm flagellar 2
4124	9.85e-01	9.18e-01	0.1481	-0.1031372	-0.01527936	4049.87	MAN2A1	mannosidase alpha class 2A member 1
109617013	9.85e-01	9.20e-01	0.525	-0.1005921	-0.05280655	13.13	SNORD63B	small nucleolar RNA, C/D box 63B
54718	9.85e-01	9.19e-01	0.4998	-0.1021224	-0.05103565	42.7	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene
106480429	9.85e-01	9.19e-01	0.8876	0.1016654	0.09023597	44.94	HLA-DQB1-AS1	HLA-DQB1 antisense RNA 1
221336	9.85e-01	9.20e-01	0.309	0.1006231	0.03109654	76.31	BEND6	BEN domain containing 6
84071	9.85e-01	9.18e-01	0.2928	0.1023887	0.02997889	55.91	ARMC2	armadillo repeat containing 2
3912	9.85e-01	9.20e-01	0.3126	-0.0999949	-0.0312626	2978.67	LAMB1	laminin subunit beta 1
137886	9.85e-01	9.18e-01	0.1519	-0.1026487	-0.01559654	1156.53	UBXN2B	UBX domain protein 2B
253943	9.85e-01	9.19e-01	0.1801	-0.1015397	-0.0182832	3040.8	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
286076	9.85e-01	9.17e-01	0.4571	0.1036467	0.04737526	18.41	LINC02878	long intergenic non-protein coding RNA 2878
107984006	9.85e-01	9.19e-01	0.5413	-0.10211	-0.05527574	29.17	LOC107984006	uncharacterized LOC107984006
256158	9.85e-01	9.17e-01	1.394	0.1038749	0.14480467	487.58	HMCN2	hemicentin 2
57209	9.85e-01	9.20e-01	0.2077	-0.1005976	-0.02089548	305.74	ZNF248	zinc finger protein 248
114004351	9.85e-01	9.17e-01	0.1997	0.1037091	0.02071486	223.88	PARGP1-AGAP4	PARGP1-AGAP4 readthrough
26098	9.85e-01	9.20e-01	0.1425	0.0999223	0.01424126	978.48	EDRF1	erythroid differentiation regulatory factor 1
101929089	9.85e-01	9.19e-01	0.4054	-0.1021174	-0.04139856	40.83	TTC36-AS1	TTC36 and KMT2A antisense RNA 1
50937	9.85e-01	9.20e-01	0.3533	-0.1008652	-0.03563831	1027.58	CDON	cell adhesion associated, oncogene regulated
101930452	9.85e-01	9.20e-01	0.4036	0.1008371	0.04069557	29.95	LINC02367	long intergenic non-protein coding RNA 2367
6579	9.85e-01	9.20e-01	0.4507	0.1009915	0.04551766	302.72	SLCO1A2	solute carrier organic anion transporter family member 1A2
89894	9.85e-01	9.20e-01	0.3268	-0.1004488	-0.03282614	109.14	TMEM116	transmembrane protein 116
145165	9.85e-01	9.20e-01	0.3016	0.1007105	0.03037917	267.56	ST13P4	ST13, Hsp70 interacting protein pseudogene 4
57544	9.85e-01	9.20e-01	0.44	0.1005591	0.0442421	649.6	TXNDC16	thioredoxin domain containing 16
90416	9.85e-01	9.18e-01	0.1989	0.1024138	0.02036665	212.43	CCDC32	coiled-coil domain containing 32
102	9.85e-01	9.18e-01	0.095	0.1032881	0.00980736	4667.21	ADAM10	ADAM metallopeptidase domain 10
123228	9.85e-01	9.18e-01	0.2405	0.1031561	0.02481052	157.65	SENP8	SUMO peptidase family member, NEDD8 specific
80153	9.85e-01	9.19e-01	0.1558	-0.1011165	-0.01575248	1094.28	EDC3	enhancer of mRNA decapping 3
2671	9.85e-01	9.19e-01	0.2913	-0.1014739	-0.02955443	558.12	GFER	growth factor, augmenter of liver regeneration
124936	9.85e-01	9.19e-01	0.4141	0.1020181	0.04224553	112.32	CYB5D2	cytochrome b5 domain containing 2
80169	9.85e-01	9.19e-01	0.1346	0.1018581	0.01371144	606.48	CTC1	CST telomere replication complex component 1
113277	9.85e-01	9.19e-01	0.532	0.1014941	0.05399636	78.98	TMEM106A	transmembrane protein 106A
71	9.85e-01	9.19e-01	0.1458	0.1014524	0.01479054	66366.93	ACTG1	actin gamma 1
9146	9.85e-01	9.18e-01	0.1762	0.103409	0.01821766	1456.53	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
677769	9.85e-01	9.19e-01	0.5123	0.101164	0.05182482	87.74	SCARNA17	small Cajal body-specific RNA 17
100130522	9.85e-01	9.20e-01	0.5206	-0.1001324	-0.05213013	21.68	PARD6G-AS1	PARD6G antisense RNA 1
107985311	9.85e-01	9.20e-01	1.1905	-0.1006886	-0.1198679	104.72	TSHZ3-AS1	TSHZ3 antisense RNA 1
353355	9.85e-01	9.20e-01	0.2795	-0.1006227	-0.02811931	80.33	ZNF233	zinc finger protein 233
3770	9.85e-01	9.20e-01	0.4492	0.1002961	0.04505574	35.96	KCNJ14	potassium inwardly rectifying channel subfamily J member 14
259307	9.85e-01	9.20e-01	0.6633	0.1009133	0.06693334	53.5	IL4I1	interleukin 4 induced 1
24141	9.85e-01	9.20e-01	1.1936	0.1005047	0.1199575	26.07	LAMP5	lysosomal associated membrane protein family member 5
2078	9.85e-01	9.20e-01	1.1974	0.1001952	0.11997672	20.8	ERG	ETS transcription factor ERG
101928032	9.85e-01	9.20e-01	0.8064	0.1000283	0.0806586	22.95	LOC101928032	uncharacterized LOC101928032
84968	9.85e-01	9.18e-01	1.0207	-0.1026248	-0.1047487	60.24	PNMA6A	PNMA family member 6A
22838	9.85e-01	9.21e-01	0.1572	0.099774	0.01568468	4961.78	RNF44	ring finger protein 44
6383	9.85e-01	9.21e-01	0.9412	0.0995073	0.09365284	979.44	SDC2	syndecan 2
100192204	9.85e-01	9.21e-01	0.3703	0.0995834	0.03688032	53.92	PPIAP30	peptidylprolyl isomerase A pseudogene 30
103611081	9.85e-01	9.21e-01	0.7358	0.0993431	0.07309199	46.43	LOC103611081	replaced by ID 399979
84815	9.85e-01	9.21e-01	0.3878	0.0993462	0.03852154	72.86	MGC12916	uncharacterized protein MGC12916
55545	9.85e-01	9.21e-01	0.7664	0.0994079	0.07618408	29.82	MSX2P1	msh homeobox 2 pseudogene 1
25966	9.85e-01	9.21e-01	0.3448	-0.0993717	-0.03426224	512.56	C2CD2	C2 calcium dependent domain containing 2
5917	9.85e-01	9.21e-01	0.1885	0.0991444	0.0186861	2265.24	RARS1	arginyl-tRNA synthetase 1
23080	9.85e-01	9.21e-01	0.2338	-0.0990362	-0.02314986	2033.04	AVL9	AVL9 cell migration associated
27141	9.85e-01	9.21e-01	0.2417	0.0990867	0.02394851	372.24	CIDEB	cell death inducing DFFA like effector b
11083	9.85e-01	9.21e-01	0.1666	0.0991207	0.01651295	2239.21	DIDO1	death inducer-obliterator 1
127428	9.85e-01	9.21e-01	0.133	0.0987586	0.0131318	531.39	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
84451	9.85e-01	9.21e-01	0.2426	0.0989379	0.02400279	1282.24	MAP3K21	mitogen-activated protein kinase kinase kinase 21
56254	9.85e-01	9.21e-01	0.2628	0.0987982	0.02595927	2051.18	RNF20	ring finger protein 20
283820	9.85e-01	9.21e-01	0.2836	-0.0987346	-0.02800091	1838.78	NOMO2	NODAL modulator 2
3176	9.85e-01	9.21e-01	0.3911	0.098591	0.03856269	88.61	HNMT	histamine N-methyltransferase
26033	9.85e-01	9.21e-01	0.9218	0.0986014	0.09088628	235.45	ATRNL1	attractin like 1
11093	9.85e-01	9.22e-01	0.4543	-0.0985104	-0.0447497	184.62	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
414332	9.85e-01	9.22e-01	0.6238	-0.0977313	-0.06096521	37.83	LCN10	lipocalin 10
121456	9.85e-01	9.22e-01	0.6694	-0.098441	-0.06589473	18.07	SLC9A7P1	solute carrier family 9 member 7 pseudogene 1
100506071	9.85e-01	9.22e-01	0.4856	0.0979683	0.0475744	67.27	LOC100506071	uncharacterized LOC100506071
55329	9.85e-01	9.22e-01	0.2945	0.0983072	0.02894984	91.82	MNS1	meiosis specific nuclear structural 1
84148	9.85e-01	9.22e-01	0.1525	0.0981916	0.01497611	778.4	KAT8	lysine acetyltransferase 8
780853	9.85e-01	9.22e-01	0.8273	-0.097778	-0.08089617	13.58	SNORD3C	small nucleolar RNA, C/D box 3C
619505	9.85e-01	9.22e-01	1.4031	0.0979103	0.1373735	13.04	SNORA21	small nucleolar RNA, H/ACA box 21
124808	9.85e-01	9.22e-01	0.2596	0.0977486	0.02537487	897.14	CCDC43	coiled-coil domain containing 43
399669	9.85e-01	9.22e-01	0.3321	0.0981969	0.03261098	39.68	ZNF321P	zinc finger protein 321, pseudogene
126017	9.85e-01	9.22e-01	0.2018	-0.0977277	-0.01972426	947.54	ZNF813	zinc finger protein 813
26121	9.85e-01	9.22e-01	0.2375	-0.0980471	-0.02328951	1602.33	PRPF31	pre-mRNA processing factor 31
257177	9.85e-01	9.23e-01	0.2324	-0.0969183	-0.0225242	91.5	CFAP126	cilia and flagella associated protein 126
23498	9.85e-01	9.23e-01	0.437	0.0968882	0.04233614	34.98	HAAO	3-hydroxyanthranilate 3,4-dioxygenase
1950	9.85e-01	9.23e-01	0.8878	0.0968209	0.08595751	237.46	EGF	epidermal growth factor
81789	9.85e-01	9.22e-01	0.5119	-0.0974909	-0.0499066	81.52	TIGD6	tigger transposable element derived 6
4925	9.85e-01	9.22e-01	0.3191	-0.0974613	-0.03110333	365.48	NUCB2	nucleobindin 2
5502	9.85e-01	9.23e-01	0.8648	0.0967864	0.08370014	257.71	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
112268124	9.85e-01	9.23e-01	0.2669	0.096842	0.02584858	62.92	BAZ1A-AS1	BAZ1A antisense RNA 1
643707	9.85e-01	9.23e-01	0.2562	-0.0967845	-0.02479313	138.02	GOLGA6L4	golgin A6 family like 4
100133220	9.85e-01	9.23e-01	0.3893	0.097056	0.03778344	47.6	GOLGA6L3P	golgin A6 family like 3, pseudogene
8736	9.85e-01	9.22e-01	0.318	-0.0973757	-0.03096857	45.04	MYOM1	myomesin 1
1994	9.85e-01	9.22e-01	0.1297	0.0974341	0.01263646	3121.11	ELAVL1	ELAV like RNA binding protein 1
811	9.85e-01	9.23e-01	0.315	0.0972487	0.03063067	13146.7	CALR	calreticulin
57477	9.85e-01	9.23e-01	1.0097	-0.097243	-0.09818288	220.13	SHROOM4	shroom family member 4
125170	9.85e-01	9.23e-01	0.2393	-0.0966352	-0.02312697	220.63	MIEF2	mitochondrial elongation factor 2
3696	9.85e-01	9.23e-01	1.4408	-0.0962901	-0.1387348	162.74	ITGB8	integrin subunit beta 8
644794	9.85e-01	9.24e-01	0.443	-0.0958738	-0.04246937	69.12	LINC02604	long intergenic non-protein coding RNA 2604
9166	9.85e-01	9.23e-01	0.2107	-0.0961623	-0.02026395	260.77	EBAG9	estrogen receptor binding site associated antigen 9
653073	9.85e-01	9.23e-01	0.7823	0.0962596	0.0753056	27.19	GOLGA8J	golgin A8 family member J
8120	9.85e-01	9.24e-01	0.2806	-0.0959253	-0.02691422	165.6	AP3B2	adaptor related protein complex 3 subunit beta 2
23568	9.85e-01	9.23e-01	0.1671	0.0961374	0.01606566	453.62	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
5306	9.85e-01	9.23e-01	0.178	0.0960261	0.01709349	1899.64	PITPNA	phosphatidylinositol transfer protein alpha
107985278	9.85e-01	9.24e-01	0.7065	0.0959173	0.06776319	12.39	LOC107985278	uncharacterized LOC107985278
3382	9.85e-01	9.24e-01	0.7217	0.0953362	0.06880821	450.65	ICA1	islet cell autoantigen 1
27067	9.85e-01	9.24e-01	0.185	0.0955531	0.01768013	1980.26	STAU2	staufen double-stranded RNA binding protein 2
2131	9.85e-01	9.24e-01	0.1914	0.0952901	0.01824022	956.56	EXT1	exostosin glycosyltransferase 1
5795	9.85e-01	9.24e-01	0.1675	-0.0956174	-0.0160142	1238.04	PTPRJ	protein tyrosine phosphatase receptor type J
105369557	9.85e-01	9.24e-01	0.3253	0.0953768	0.03102736	48.66	TIRAP-AS1	TIRAP antisense RNA 1
57609	9.85e-01	9.24e-01	0.1236	0.0955427	0.01180978	1999.01	DIP2B	disco interacting protein 2 homolog B
2628	9.85e-01	9.24e-01	0.8826	-0.095683	-0.0844542	390.69	GATM	glycine amidinotransferase
104472717	9.85e-01	9.24e-01	0.275	-0.0953388	-0.02621982	497.24	LINC01224	long intergenic non-protein coding RNA 1224
27285	9.85e-01	9.25e-01	0.9382	-0.0944978	-0.08865314	20.49	TEKT2	tektin 2
10026	9.85e-01	9.24e-01	0.2987	-0.0950214	-0.02837848	551.12	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
111240474	9.85e-01	9.24e-01	1.2216	0.0948843	0.11591198	32.61	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough
79862	9.85e-01	9.24e-01	0.2125	0.0951141	0.02021163	275.1	ZNF669	zinc finger protein 669
7095	9.85e-01	9.25e-01	0.1311	0.0945027	0.01238502	2200.01	SEC62	SEC62 homolog, preprotein translocation factor
222068	9.85e-01	9.25e-01	0.1634	-0.0944824	-0.01543644	1245.72	TMED4	transmembrane p24 trafficking protein 4
10157	9.85e-01	9.24e-01	0.1348	-0.0948237	-0.01278514	7259.47	AASS	aminoadipate-semialdehyde synthase
118738	9.85e-01	9.25e-01	0.1765	-0.0944909	-0.01668187	178.48	ZNF488	zinc finger protein 488
728118	9.85e-01	9.24e-01	0.5712	0.0948643	0.05419066	53.71	NUTM2A	NUT family member 2A
105376526	9.85e-01	9.25e-01	0.648	0.0946867	0.06135598	24.79	LOC105376526	uncharacterized LOC105376526
254187	9.85e-01	9.24e-01	0.4383	-0.0948258	-0.04156543	166.91	TSGA10IP	testis specific 10 interacting protein
905	9.85e-01	9.25e-01	0.2379	0.0944091	0.0224616	2200.46	CCNT2	cyclin T2
5784	9.85e-01	9.25e-01	0.463	0.0939052	0.04347567	2668.94	PTPN14	protein tyrosine phosphatase non-receptor type 14
440910	9.85e-01	9.25e-01	1.1351	0.0936612	0.1063167	12.47	LOC440910	uncharacterized LOC440910
151176	9.85e-01	9.25e-01	0.8131	0.0938348	0.07629278	68.91	ERFE	erythroferrone
85460	9.85e-01	9.26e-01	0.4236	0.0934974	0.03960121	1164.54	ZNF518B	zinc finger protein 518B
107080638	9.85e-01	9.25e-01	0.3054	0.0940124	0.02871462	218.28	TBC1D7-LOC100130357	TBC1D7-LOC100130357 readthrough
107986699	9.85e-01	9.25e-01	0.7238	0.0936692	0.06780118	13.89	LOC107986699	uncharacterized LOC107986699
6786	9.85e-01	9.25e-01	0.3199	-0.0935529	-0.02992345	629.16	STIM1	stromal interaction molecule 1
53340	9.85e-01	9.25e-01	0.5861	-0.0940917	-0.05514521	150.25	SPA17	sperm autoantigenic protein 17
83719	9.85e-01	9.26e-01	0.3967	0.0933936	0.03704718	352.44	YPEL3	yippee like 3
9110	9.85e-01	9.25e-01	0.1903	0.0935415	0.01779774	1083.43	MTMR4	myotubularin related protein 4
9811	9.85e-01	9.26e-01	0.244	-0.0933938	-0.02278596	362.37	CTIF	cap binding complex dependent translation initiation factor
105372613	9.85e-01	9.25e-01	1.3509	0.0939231	0.12688303	100.21	LOC105372613	uncharacterized LOC105372613
137994	9.85e-01	9.26e-01	0.7267	0.0932624	0.06777844	42.35	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
55284	9.85e-01	9.26e-01	0.1802	-0.0931117	-0.01677855	980.04	UBE2W	ubiquitin conjugating enzyme E2 W
107987299	9.85e-01	9.26e-01	0.7925	-0.0931041	-0.07378942	63.54	LOC107987299	uncharacterized LOC107987299
80145	9.85e-01	9.26e-01	0.1474	0.0929492	0.01370238	875.94	THOC7	THO complex subunit 7
112268050	9.85e-01	9.26e-01	0.5363	-0.0930069	-0.04988202	390.69	LOC112268050	uncharacterized LOC112268050
9814	9.85e-01	9.26e-01	0.2484	0.0928895	0.02307822	441.11	SFI1	SFI1 centrin binding protein
262	9.86e-01	9.26e-01	0.3324	-0.0926578	-0.03080339	3355.55	AMD1	adenosylmethionine decarboxylase 1
106635533	9.86e-01	9.27e-01	0.4965	0.0920635	0.04570705	156.87	SNORA103	small nucleolar RNA, H/ACA box 103
101927764	9.86e-01	9.27e-01	0.4993	-0.091854	-0.04586016	22.13	LOC101927764	uncharacterized LOC101927764
152185	9.86e-01	9.27e-01	0.1766	-0.0920907	-0.01626304	541.04	SPICE1	spindle and centriole associated protein 1
23092	9.86e-01	9.27e-01	0.6022	-0.0918197	-0.05528955	723.61	ARHGAP26	Rho GTPase activating protein 26
5521	9.86e-01	9.27e-01	1.1151	-0.0922066	-0.10282179	569.48	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
340156	9.86e-01	9.27e-01	0.354	0.0921615	0.03262262	115.63	MYLK4	myosin light chain kinase family member 4
55846	9.86e-01	9.27e-01	0.1823	0.0920963	0.01679229	694.34	ITFG2	integrin alpha FG-GAP repeat containing 2
57693	9.86e-01	9.27e-01	0.308	-0.0918612	-0.02829048	926.48	ZNF317	zinc finger protein 317
729956	9.86e-01	9.27e-01	0.7092	0.0919258	0.06519331	57.66	SHISA7	shisa family member 7
255928	9.86e-01	9.27e-01	0.3165	-0.0913819	-0.02892546	638.53	SYT14	synaptotagmin 14
8671	9.86e-01	9.27e-01	1.0012	0.0914084	0.09151454	27.55	SLC4A4	solute carrier family 4 member 4
2676	9.86e-01	9.27e-01	0.6938	-0.091376	-0.06339938	17.46	GFRA3	GDNF family receptor alpha 3
402778	9.86e-01	9.27e-01	0.7404	-0.0915349	-0.06776954	28.42	IFITM10	interferon induced transmembrane protein 10
692087	9.86e-01	9.27e-01	0.6519	0.0917208	0.05979325	56.48	SNORD49B	small nucleolar RNA, C/D box 49B
140578	9.86e-01	9.27e-01	0.393	0.0915592	0.0359867	119.39	CHODL	chondrolectin
5928	9.86e-01	9.28e-01	0.1493	-0.0908718	-0.01356776	6217.13	RBBP4	RB binding protein 4, chromatin remodeling factor
25926	9.86e-01	9.28e-01	0.3356	-0.0908983	-0.03050565	1855.09	NOL11	nucleolar protein 11
26292	9.86e-01	9.28e-01	0.2281	0.0902881	0.02059255	353.8	MYCBP	MYC binding protein
55624	9.86e-01	9.28e-01	0.2061	0.0905461	0.01866113	794.37	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
58528	9.86e-01	9.28e-01	0.745	0.0905924	0.06748851	434.86	RRAGD	Ras related GTP binding D
100507530	9.86e-01	9.28e-01	0.6217	-0.0907583	-0.05642008	50.77	MCPH1-AS1	MCPH1 antisense RNA 1
100506606	9.86e-01	9.28e-01	0.7185	-0.0903166	-0.06488896	26.44	LOC100506606	uncharacterized LOC100506606
221150	9.86e-01	9.28e-01	0.4047	-0.0901288	-0.03647623	1373.11	SKA3	spindle and kinetochore associated complex subunit 3
79018	9.86e-01	9.28e-01	0.2458	-0.0903569	-0.02220955	829.86	GID4	GID complex subunit 4 homolog
9817	9.86e-01	9.28e-01	0.1794	0.0902465	0.01619426	1041.92	KEAP1	kelch like ECH associated protein 1
8675	9.86e-01	9.28e-01	0.1741	0.0906609	0.01578761	4166.57	STX16	syntaxin 16
5600	9.86e-01	9.28e-01	0.3716	0.0901683	0.03350792	29.4	MAPK11	mitogen-activated protein kinase 11
7257	9.86e-01	9.28e-01	0.1653	-0.0898241	-0.01484645	947.88	TSNAX	translin associated factor X
57018	9.86e-01	9.28e-01	0.2275	0.0898234	0.02043671	1572.85	CCNL1	cyclin L1
107986246	9.86e-01	9.28e-01	0.8706	-0.0898884	-0.0782606	11.77	LOC107986246	uncharacterized LOC107986246
100507002	9.86e-01	9.28e-01	0.3704	-0.089983	-0.03332965	105.99	LOC100507002	uncharacterized LOC100507002
401720	9.86e-01	9.29e-01	0.7097	0.0896823	0.06364732	270.93	FIGNL2	fidgetin like 2
112268432	9.86e-01	9.29e-01	0.4806	-0.0895792	-0.04305062	44.28	LOC112268432	uncharacterized LOC112268432
4015	9.86e-01	9.29e-01	0.8038	0.0895163	0.07195437	112.68	LOX	lysyl oxidase
133383	9.86e-01	9.29e-01	0.2913	0.0892705	0.02600763	163.59	SETD9	SET domain containing 9
6472	9.86e-01	9.29e-01	0.2413	-0.0893388	-0.0215532	4811.69	SHMT2	serine hydroxymethyltransferase 2
654841	9.86e-01	9.29e-01	0.6854	-0.0891914	-0.06113505	18.64	MFF-DT	MFF divergent transcript
284618	9.86e-01	9.29e-01	0.3139	-0.0888515	-0.02788932	1310.7	RUSC1-AS1	RUSC1 antisense RNA 1
64754	9.86e-01	9.29e-01	0.3295	-0.0888512	-0.02927362	332.22	SMYD3	SET and MYND domain containing 3
645142	9.86e-01	9.30e-01	0.4374	-0.0875247	-0.03828321	27.51	PPIAL4D	peptidylprolyl isomerase A like 4D
9857	9.86e-01	9.30e-01	0.146	0.0877202	0.01280879	2235.71	CEP350	centrosomal protein 350
4999	9.86e-01	9.30e-01	0.1635	0.0878443	0.01436417	1947.65	ORC2	origin recognition complex subunit 2
107986197	9.86e-01	9.30e-01	0.4292	0.0876728	0.03763008	25.2	LOC107986197	uncharacterized LOC107986197
140890	9.86e-01	9.30e-01	0.2459	-0.0882818	-0.02170552	1785.64	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
7045	9.86e-01	9.30e-01	1.3053	0.0880988	0.11499215	307.17	TGFBI	transforming growth factor beta induced
9512	9.86e-01	9.30e-01	0.2014	0.0880076	0.01772289	1923.15	PMPCB	peptidase, mitochondrial processing subunit beta
2041	9.86e-01	9.30e-01	0.8206	0.0881396	0.07232379	4350.71	EPHA1	EPH receptor A1
11340	9.86e-01	9.30e-01	0.249	0.0878804	0.02188054	1176.21	EXOSC8	exosome component 8
